timestamp,heart_rate,cadence,distance,power,temperature,speed,altitude,alt_difference,rolling_ave_alt,power_ma,cadence_ma
1,81,38.0,5.17,161.0,33,2.921,53,0,0.0,161.0,38.0
2,81,50.0,8.46,248.0,33,3.228,53,0,0.0,204.5,44.0
3,81,59.0,11.93,277.0,33,3.462,53,0,0.0,228.66666666666666,49.0
4,81,67.0,16.0,301.0,33,3.91,53,0,0.0,246.75,53.5
5,83,40.0,20.51,81.0,33,4.507,53,0,0.0,213.6,50.8
6,83,76.0,25.53,144.0,33,4.525,53,0,0.0,202.0,55.0
7,85,80.0,30.99,162.0,33,5.356,53,0,0.0,196.28571428571428,58.57142857142857
8,86,83.0,36.84,186.0,33,5.486,52,-1,-0.2,195.0,61.625
9,88,86.0,43.21,185.0,33,6.112,52,0,-0.2,193.88888888888889,64.33333333333333
10,88,78.0,49.34,130.0,33,6.112,52,0,-0.2,187.5,65.7
11,90,81.0,55.78,208.0,33,6.27,52,0,-0.2,189.36363636363637,67.0909090909091
12,90,83.0,62.73,208.0,33,6.709,52,0,-0.2,190.91666666666666,68.41666666666667
13,92,84.0,69.91,172.0,33,6.877,52,0,0.0,189.46153846153845,69.61538461538461
14,94,86.0,77.18,153.0,33,7.017,52,0,0.0,186.85714285714286,70.78571428571429
15,94,87.0,85.85,141.0,33,7.035,52,0,0.0,183.8,71.86666666666666
16,96,90.0,92.93,171.0,33,6.709,52,0,0.0,183.0,73.0
17,98,85.0,100.19,116.0,33,6.877,52,0,0.0,179.05882352941177,73.70588235294117
18,99,85.0,107.95,157.0,33,7.017,52,0,0.0,177.83333333333334,74.33333333333333
19,100,87.0,115.91,157.0,33,7.026,52,0,0.0,176.73684210526315,75.0
20,102,88.0,123.96,160.0,33,7.035,52,0,0.0,175.9,75.65
21,103,88.0,130.41,11.0,33,7.259,52,0,0.0,168.04761904761904,76.23809523809524
22,104,25.0,139.95,11.0,33,7.287,52,0,0.0,160.9090909090909,73.9090909090909
23,104,63.0,147.79,77.0,33,7.465,52,0,0.0,157.2608695652174,73.43478260869566
24,105,63.0,155.24,44.0,33,7.465,52,0,0.0,152.54166666666666,73.0
25,105,63.0,162.67,44.0,33,7.465,52,0,0.0,148.2,72.6
26,105,35.0,169.98,44.0,33,7.465,51,-1,-0.2,144.19230769230768,71.15384615384616
27,105,80.0,177.26,148.0,33,7.465,51,0,-0.2,144.33333333333334,71.48148148148148
28,105,81.0,184.66,182.0,33,7.465,51,0,-0.2,145.67857142857142,71.82142857142857
29,106,83.0,191.99,160.0,33,7.465,51,0,-0.2,146.17241379310346,72.20689655172414
30,106,85.0,200.04,128.0,33,7.381,51,0,-0.2,145.56666666666666,72.63333333333334
31,107,86.0,207.6,139.0,33,7.381,51,0,0.0,144.83333333333334,74.23333333333333
32,108,86.0,215.51,127.0,33,7.381,50,-1,-0.2,140.8,75.43333333333334
33,109,88.0,223.58,127.0,33,7.95,50,0,-0.2,135.8,76.4
34,109,88.0,231.6,125.0,33,7.95,50,0,-0.2,129.93333333333334,77.1
35,110,88.0,239.44,125.0,33,7.698,50,0,-0.2,131.4,78.7
36,110,88.0,247.64,136.0,33,7.782,50,0,-0.2,131.13333333333333,79.1
