timestamp,heart_rate,cadence,distance,power,temperature,speed,altitude,alt_difference,rolling_ave_alt,power_ma,cadence_ma
1,92,89.0,34.07,169.0,29,6.923,51,0,0.0,169.0,89.0
2,93,90.0,41.91,182.0,29,6.569,51,0,0.0,175.5,89.5
3,95,90.0,49.94,209.0,29,7.362,51,0,0.0,186.66666666666666,89.66666666666667
4,97,88.0,57.58,150.0,29,7.558,51,0,0.0,177.5,89.25
5,98,80.0,65.58,135.0,29,8.211,51,0,0.0,169.0,87.4
6,99,80.0,74.11,3.0,29,8.258,51,0,0.0,141.33333333333334,86.16666666666667
7,100,58.0,82.6,3.0,29,8.258,51,0,0.0,121.57142857142857,82.14285714285714
8,100,79.0,91.04,90.0,29,8.062,51,0,0.0,117.625,81.75
9,100,89.0,99.11,127.0,29,7.884,51,0,0.0,118.66666666666667,82.55555555555556
10,101,67.0,107.0,30.0,29,7.903,51,0,0.0,109.8,81.0
11,102,63.0,114.93,13.0,29,8.034,51,0,0.0,101.0,79.36363636363636
12,102,87.0,122.75,106.0,29,8.034,51,0,0.0,101.41666666666667,80.0
13,103,87.0,130.67,86.0,29,8.034,51,0,0.0,100.23076923076923,80.53846153846153
14,104,87.0,138.6,86.0,29,7.903,51,0,0.0,99.21428571428571,81.0
15,105,87.0,146.78,102.0,29,8.034,51,0,0.0,99.4,81.4
16,106,87.0,154.73,87.0,29,7.978,51,0,0.0,98.625,81.75
17,106,67.0,162.88,10.0,29,7.903,51,0,0.0,93.41176470588235,80.88235294117646
18,107,54.0,170.67,22.0,29,7.884,51,0,0.0,89.44444444444444,79.38888888888889
19,107,78.0,178.36,22.0,29,7.856,51,0,0.0,85.89473684210526,79.3157894736842
20,108,85.0,185.83,100.0,29,7.856,51,0,0.0,86.6,79.6
21,109,85.0,193.3,101.0,29,7.791,50,-1,-0.2,87.28571428571429,79.85714285714286
22,109,86.0,200.97,101.0,29,7.698,50,0,-0.2,87.9090909090909,80.13636363636364
23,110,87.0,208.73,155.0,29,7.791,50,0,-0.2,90.82608695652173,80.43478260869566
24,111,87.0,216.55,157.0,29,7.716,50,0,-0.2,93.58333333333333,80.70833333333333
25,111,88.0,224.34,157.0,29,7.716,50,0,-0.2,96.12,81.0
26,112,88.0,232.08,105.0,29,7.707,50,0,0.0,96.46153846153847,81.26923076923077
27,113,88.0,239.93,89.0,29,7.707,50,0,0.0,96.18518518518519,81.51851851851852
28,114,88.0,248.15,125.0,29,7.707,50,0,0.0,97.21428571428571,81.75
29,115,87.0,255.75,125.0,29,7.707,50,0,0.0,98.17241379310344,81.93103448275862
30,117,88.0,263.15,110.0,29,7.707,49,-1,-0.2,98.56666666666666,82.13333333333334
31,117,87.0,270.39,100.0,29,7.707,49,0,-0.2,96.26666666666667,82.06666666666666
32,118,88.0,277.94,109.0,29,7.716,49,0,-0.2,93.83333333333333,82.0
33,118,88.0,285.7,107.0,29,7.716,49,0,-0.2,90.43333333333334,81.93333333333334
34,119,88.0,293.5,88.0,29,7.716,49,0,-0.2,88.36666666666666,81.93333333333334
35,119,88.0,301.37,72.0,29,7.772,49,0,0.0,86.26666666666667,82.2
36,119,88.0,309.26,72.0,29,7.735,49,0,0.0,88.56666666666666,82.46666666666667
37,119,86.0,317.04,79.0,29,7.744,49,0,0.0,91.1,83.4
38,119,86.0,325.06,74.58823529411765,29,7.735,49,0,0.0,90.58627450980391,83.63333333333334
39,118,86.0,332.68,70.17647058823529,29,7.744,49,0,0.0,88.69215686274511,83.53333333333333
40,117,50.0,340.22,65.76470588235294,29,7.744,49,0,0.0,89.8843137254902,82.96666666666667
41,115,14.0,347.52,61.35294117647059,29,7.744,49,0,0.0,91.49607843137255,81.33333333333333
42,115,14.0,354.81,56.94117647058823,29,7.744,49,0,0.0,89.86078431372549,78.9
43,113,14.0,362.13,52.529411764705884,28,7.735,49,0,0.0,88.74509803921569,76.46666666666667
44,111,49.0,369.28,48.11764705882353,29,7.586,49,0,0.0,87.48235294117647,75.2
45,110,47.0,376.3,43.705882352941174,29,7.399,49,0,0.0,85.5392156862745,73.86666666666666
46,109,45.0,383.22,39.29411764705882,28,7.353,49,0,0.0,83.94901960784314,72.46666666666667
47,107,45.0,389.94,34.882352941176464,28,7.297,49,0,0.0,84.77843137254902,71.73333333333333
48,107,46.0,396.57,30.470588235294116,28,7.185,49,0,0.0,85.06078431372549,71.46666666666667
49,105,46.0,403.08,26.05882352941176,28,7.101,48,-1,-0.2,85.19607843137256,70.4
50,103,48.0,409.41,21.647058823529406,28,6.858,48,0,-0.2,82.58431372549019,69.16666666666667
51,102,48.0,415.62,17.235294117647058,28,6.774,48,0,-0.2,79.79215686274509,67.93333333333334
52,101,38.666666666666664,421.6,12.823529411764696,28,6.186,48,0,-0.2,76.85294117647058,66.35555555555555
53,101,29.333333333333332,426.73,8.411764705882348,28,5.598,48,0,-0.2,71.96666666666667,64.43333333333334
54,98,20.0,431.25,4.0,28,4.572,48,0,0.0,66.86666666666666,62.2
55,98,20.0,435.48,146.0,28,4.217,48,0,0.0,66.5,59.93333333333333
56,97,20.0,440.04,146.0,28,4.572,48,0,0.0,67.86666666666666,57.666666666666664
57,98,58.0,445.48,338.0,28,5.029,48,0,0.0,76.16666666666667,56.666666666666664
58,98,66.0,451.34,371.0,28,5.626,48,0,0.0,84.36666666666666,55.93333333333333
59,99,71.0,457.37,364.0,28,5.626,48,0,0.0,92.33333333333333,55.4
60,100,76.0,463.85,323.0,28,6.009,48,0,0.0,99.43333333333334,55.0
61,102,76.0,470.44,77.0,28,5.626,48,0,0.0,98.66666666666667,54.63333333333333
62,103,34.0,477.4,77.0,28,6.513,48,0,0.0,97.6,52.833333333333336
63,106,76.0,484.52,90.0,28,6.895,48,0,0.0,97.03333333333333,52.43333333333333
64,106,76.0,491.63,108.0,28,6.979,48,0,0.0,97.7,52.03333333333333
65,107,78.0,498.81,108.0,28,6.895,48,0,0.0,98.9,51.7
66,108,79.0,506.19,115.0,28,6.513,48,0,0.0,100.33333333333333,51.4
67,107,80.0,513.7,145.0,28,6.811,48,0,0.0,102.53333333333333,51.2
68,108,82.0,521.17,148.0,28,6.895,48,0,0.0,104.98039215686275,51.06666666666667
69,107,82.0,528.73,118.0,28,6.979,48,0,0.0,106.57450980392156,50.93333333333333
70,107,83.0,536.58,93.0,28,7.017,48,0,0.0,107.48235294117647,52.03333333333333
71,107,84.0,544.51,117.0,28,7.138,48,0,0.0,109.33725490196078,54.36666666666667
72,107,85.0,552.42,129.0,28,7.213,48,0,0.0,111.7392156862745,56.733333333333334
73,107,86.0,560.34,107.0,28,7.278,48,0,0.0,113.5549019607843,59.13333333333333
74,107,87.0,568.14,120.0,28,7.409,48,0,0.0,115.95098039215686,60.4
75,107,87.0,576.29,157.0,28,7.521,48,0,0.0,119.72745098039216,61.733333333333334
76,107,87.0,584.41,118.0,28,7.558,48,0,0.0,122.35098039215686,63.13333333333333
77,108,86.0,592.53,128.0,28,7.633,48,0,0.0,125.45490196078431,64.5
78,108,85.0,600.68,110.0,28,7.688,48,0,0.0,128.10588235294117,65.8
79,109,85.0,608.76,110.0,28,7.688,48,0,0.0,130.90392156862745,67.1
80,109,84.0,616.49,98.0,28,7.688,48,0,0.0,133.44901960784313,68.3
81,110,84.0,624.18,90.0,28,7.688,47,-1,-0.2,135.87450980392157,69.5
82,110,84.0,631.94,95.0,28,7.688,47,0,-0.2,138.61372549019606,71.0111111111111
83,111,84.0,639.65,95.0,28,7.633,47,0,-0.2,141.5,72.83333333333333
84,111,84.0,647.61,112.0,28,7.633,47,0,-0.2,145.1,74.96666666666667
85,111,83.0,655.3,96.0,28,7.633,47,0,-0.2,143.43333333333334,77.06666666666666
86,111,83.0,662.9,93.0,28,7.614,47,0,0.0,141.66666666666666,79.16666666666667
87,111,83.0,670.59,90.0,28,7.614,47,0,0.0,133.4,80.0
88,112,83.0,678.26,99.0,28,7.614,47,0,0.0,124.33333333333333,80.56666666666666
89,112,82.0,685.92,91.0,28,7.605,47,0,0.0,115.23333333333333,80.93333333333334
90,112,81.0,693.09,98.0,28,7.605,47,0,0.0,107.73333333333333,81.1
91,112,81.0,700.37,106.0,28,7.605,47,0,0.0,108.7,81.26666666666667
92,113,72.0,707.6,42.0,28,7.605,47,0,0.0,107.53333333333333,82.53333333333333
93,113,72.0,714.62,51.9375,28,7.474,47,0,0.0,106.26458333333333,82.4
94,114,72.0,721.28,61.875,28,7.409,47,0,0.0,104.72708333333334,82.26666666666667
95,113,68.0,727.78,71.8125,28,6.625,47,0,0.0,103.52083333333333,81.93333333333334
96,112,64.0,733.77,81.75,28,6.242,47,0,0.0,102.4125,81.43333333333334
97,112,60.0,738.91,91.6875,28,5.253,47,0,0.0,100.63541666666667,80.76666666666667
98,111,56.0,742.95,101.625,28,4.609,47,0,0.0,99.08958333333334,79.9
99,109,52.0,746.04,111.5625,28,3.518,47,0,0.0,98.875,78.9
100,108,48.0,747.87,121.5,28,2.37,47,0,0.0,99.825,77.73333333333333
101,107,44.0,748.95,131.4375,28,1.306,47,0,0.0,100.30625,76.4
102,106,40.0,749.35,141.375,28,0.634,47,0,0.0,100.71875,74.9
103,105,36.0,749.35,151.3125,28,0.485,47,0,0.0,102.19583333333334,73.23333333333333
104,104,32.0,749.35,161.25,28,0.457,47,0,0.0,103.57083333333334,71.4
105,102,28.0,749.35,171.1875,48,0.0,48,1,0.2,104.04375,69.43333333333334
106,102,28.0,749.35,181.125,48,0.0,48,0,0.2,106.14791666666666,67.46666666666667
107,100,28.0,752.19,191.0625,180,2.557,48,0,0.2,108.25,65.53333333333333
108,100,40.0,755.55,201.0,28,3.116,48,0,0.2,111.28333333333333,64.03333333333333
109,100,47.0,759.21,130.0,28,3.527,48,0,0.2,111.95,62.766666666666666
110,100,45.0,763.27,20.0,28,3.919,48,0,0.0,109.35,61.46666666666667
111,100,45.0,767.25,20.0,28,3.919,48,0,0.0,107.01666666666667,60.166666666666664
112,101,47.0,771.23,20.0,28,3.919,48,0,0.0,104.51666666666667,58.93333333333333
113,101,47.0,775.33,16.4,28,3.527,48,0,0.0,101.89666666666668,57.7
114,101,47.0,779.65,12.8,28,3.844,47,-1,-0.2,98.58999999999999,56.46666666666667
115,100,35.0,784.12,9.2,28,3.919,47,0,-0.2,95.69666666666667,54.86666666666667
116,99,23.0,788.05,5.6,28,3.919,47,0,-0.2,92.78333333333333,52.86666666666667
117,98,11.0,791.44,2.0,28,3.48,47,0,-0.2,89.85,50.46666666666667
118,97,42.0,794.41,235.0,28,3.032,47,0,-0.2,94.38333333333334,49.1
119,97,42.0,797.95,269.0,28,3.032,47,0,0.0,100.31666666666666,47.766666666666666
120,98,52.0,802.3,269.0,28,4.245,47,0,0.0,106.01666666666667,46.8
121,98,58.0,807.13,286.0,28,4.74,47,0,0.0,112.01666666666667,46.03333333333333
122,100,62.0,812.59,293.0,28,5.188,47,0,0.0,120.38333333333334,45.7
123,101,66.0,818.41,288.0,28,5.682,47,0,0.0,128.25208333333333,45.5
124,102,68.0,824.13,302.0,28,5.682,47,0,0.0,136.25625,45.36666666666667
125,103,70.0,830.04,293.0,28,5.832,47,0,0.0,143.62916666666666,45.43333333333333
126,105,72.0,836.32,309.0,28,6.186,47,0,0.0,151.20416666666668,45.7
127,107,74.0,842.48,316.0,28,6.186,47,0,0.0,158.68125,46.166666666666664
128,108,75.0,848.78,288.0,28,6.186,47,0,0.0,164.89375,46.8
129,110,41.0,855.02,79.0,28,5.813,47,0,0.0,163.80833333333334,46.43333333333333
130,112,71.0,861.01,144.0,28,5.832,47,0,0.0,164.55833333333334,47.2
131,113,70.0,867.03,160.0,28,5.832,47,0,0.0,165.51041666666666,48.06666666666667
132,114,69.0,872.85,206.0,28,5.832,47,0,0.0,167.66458333333333,49.03333333333333
133,115,70.0,878.72,183.0,28,6.009,47,0,0.0,168.72083333333333,50.166666666666664
134,116,69.0,884.82,186.0,28,6.056,47,0,0.0,169.54583333333332,51.4
135,116,70.0,890.77,180.0,28,6.056,47,0,0.0,169.83958333333334,52.8
136,116,72.0,896.69,176.0,28,6.018,47,0,0.0,169.66875,54.266666666666666
137,116,72.0,902.82,186.0,28,6.018,47,0,0.0,169.5,55.733333333333334
138,117,74.0,909.13,193.0,28,6.018,48,1,0.2,169.23333333333332,56.86666666666667
139,117,75.0,915.69,179.0,28,6.018,48,0,0.2,170.86666666666667,57.8
140,117,76.0,922.26,207.0,28,6.056,48,0,0.2,177.1,58.833333333333336
141,118,77.0,928.92,174.0,28,6.065,48,0,0.2,182.23333333333332,59.9
142,119,78.0,935.46,158.0,28,6.158,48,0,0.2,186.83333333333334,60.93333333333333
143,120,78.0,942.13,166.0,28,6.252,48,0,0.0,191.82000000000002,61.96666666666667
144,121,78.0,948.77,158.0,29,6.28,48,0,0.0,196.66,63.0
145,121,78.0,955.44,164.0,29,6.42,48,0,0.0,201.82000000000002,64.43333333333334
146,122,78.0,962.04,164.0,29,6.466,48,0,0.0,207.1,66.26666666666667
147,123,78.0,968.85,151.0,29,6.513,48,0,0.0,212.06666666666666,68.5
